Region,Country,Position,HoG,Language,Count,Name Original,Name Original Titlecase,Name,Title,Electoral District,qid,Mismatch,WD name,Alias,Notes,URL on legislature website,Facebook Profile ID,Parliamentary Group (Party),Parliamentary group colour(s),Parliamentary group official website URL,Parliamentary group date of founding
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,90,VIMALBHAI KANABHAI CHUDASAMA,Vimalbhai Kanabhai Chudasama,Vimalbhai Kanabhai Chudasama,,Somnath,Q18379248,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,91,BHAGABHAI DHANABHAI BARAD,Bhagabhai Dhanabhai Barad,Bhagabhai Dhanabhai Barad,,Talala,Q18387726,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,92,MOHANLAL MALABHAI VALA,Mohanlal Malabhai Vala,Mohanlal Malabhai Vala,,Kodinar,Q18126871,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,93,PUNJABHAI BHIMABHAI VANSH,Punjabhai Bhimabhai Vansh,Punjabhai Bhimabhai Vansh,,Una (Vidhan Sabha constituency),Q47457139,false,,Una,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,94,J.V. KAKADIYA,J.V. Kakadiya,J.V. Kakadiya,,Dhari,Q18111773,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,95,PARESH DHANANI,Paresh Dhanani,Paresh Dhanani,,Amreli,Q18109621,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,96,VIRJIBHAI THUMMAR,Virjibhai Thummar,Virjibhai Thummar,,Lathi,Q18127143,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,97,PRATAP DHUDHAT,Pratap Dhudhat,Pratap Dhudhat,,Savarkundla,Q18355629,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,98,AMARISHBHAI JIVABHAI DER,Amarishbhai Jivabhai Der,Amarishbhai Jivabhai Der,,Rajula,Q18393299,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,99,RAGHAVBHAI CHONDABHAI MAKWANA,Raghavbhai Chondabhai Makwana,Raghavbhai Chondabhai Makwana,,Mahuva,Q18127686,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,100,KANUBHAI MATHURAMBHAI BARAIYA,Kanubhai Mathurambhai Baraiya,Kanubhai Mathurambhai Baraiya,,Talaja,Q18387723,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,101,KESHUBHAI HIRJIBHAI NAKRANI,Keshubhai Hirjibhai Nakrani,Keshubhai Hirjibhai Nakrani,,Gariadhar,Q18125031,false,,Gariyadhar,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,102,BHIKHABHAI RAVAJIBHAI BARAIYA,Bhikhabhai Ravajibhai Baraiya,Bhikhabhai Ravajibhai Baraiya,,Palitana,Q18129139,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,103,PARSOTTAMBHAI ODHAVJIBHAI SOLANKI,Parsottambhai Odhavjibhai Solanki,Parsottambhai Odhavjibhai Solanki,,Bhavnagar Gramya,Q18110536,false,,Bhavnagar Rural,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,104,VIBHAVARI DAVE,Vibhavari Dave,Vibhavari Dave,,Bhavnagar Purva,Q18110543,false,,Bhavnagar East,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,105,JITENDRABHAI SAVJIBHAI VAGHANI,Jitendrabhai Savjibhai Vaghani,Jitendrabhai Savjibhai Vaghani,,Bhavnagar Pashchim,Q18110540,false,,Bhavnagar West,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,106,PRAVINBHAI TIDABHAI MARU,Pravinbhai Tidabhai Maru,Pravinbhai Tidabhai Maru,,Gadhada,Q18124961,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,107,SAURABH PATEL,Saurabh Patel,Saurabh Patel,,Botad,Q18110713,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,108,MAHESHKUMAR KANAIYALAL RAVAL,Maheshkumar Kanaiyalal Raval,Maheshkumar Kanaiyalal Raval,,Khambhat,Q18126763,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,109,RAJENDRASINH DHIRSINH PARMAR,Rajendrasinh Dhirsinh Parmar,Rajendrasinh Dhirsinh Parmar,,Borsad,Q18110710,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,110,AMIT CHAVDA,Amit Chavda,Amit Chavda,,Anklav,Q18109690,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,111,GOVINDBHAI RAIJIBHAI PARMAR,Govindbhai Raijibhai Parmar,Govindbhai Raijibhai Parmar,,Umreth,Q18356325,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,112,KANTIBHAI SODHAPARMAR,Kantibhai Sodhaparmar,Kantibhai Sodhaparmar,,Anand,Q18351894,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,113,NIRANJAN PATEL,Niranjan Patel,Niranjan Patel,,Petlad,Q18392541,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,114,PUNAMBHAI MADHABHAI PARMAR,Punambhai Madhabhai Parmar,Punambhai Madhabhai Parmar,,Sojitra,Q18379076,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,115,KESARISINH JESANGBHAI SOLANKI,Kesarisinh Jesangbhai Solanki,Kesarisinh Jesangbhai Solanki,,Matar,Q18357880,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,116,PANKAJBHAI VINUBHAI DESAI,Pankajbhai Vinubhai Desai,Pankajbhai Vinubhai Desai,,Nadiad,Q18378981,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,117,ARJUNSINH UDESINH CHAUHAN,Arjunsinh Udesinh Chauhan,Arjunsinh Udesinh Chauhan,,Mehmedabad,Q18390495,false,,Mahemdabad,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,118,INDRAJITSINH NATVARSINH PARMAR,Indrajitsinh Natvarsinh Parmar,Indrajitsinh Natvarsinh Parmar,,Mahudha,Q18351689,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,119,KANTIBHAI SHABHAIBHAI PARMAR,Kantibhai Shabhaibhai Parmar,Kantibhai Shabhaibhai Parmar,,Thasra,Q18389052,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,120,KALABHAI RAIJIBHAI DABHI,Kalabhai Raijibhai Dabhi,Kalabhai Raijibhai Dabhi,,Kapadvanj,Q18386964,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,121,"AJITSINH, PARVATSINH CHAUHAN","Ajitsinh, Parvatsinh Chauhan","Ajitsinh, Parvatsinh Chauhan",,Balasinor,Q18356264,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,122,RATANSINH MAGANSINH RATHOD,Ratansinh Magansinh Rathod,Ratansinh Magansinh Rathod,,Lunawada,Q18350838,false,,,,,,Independent,,NA,NA
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,123,KUBERBHAI MANSUKHBHAI DINDOR,Kuberbhai Mansukhbhai Dindor,Kuberbhai Mansukhbhai Dindor,,Santrampur,Q18355047,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,124,JETHABHAI GHELABHAI BHARWAD,Jethabhai Ghelabhai Bharwad,Jethabhai Ghelabhai Bharwad,,Shehra,Q18357785,false,,Shahera,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,125,BHUPENDRASINH VECHATBHAI KHANT,Bhupendrasinh Vechatbhai Khant,Bhupendrasinh Vechatbhai Khant,,Morva Hadaf,Q18391213,false,,,,,,Independent,,NA,NA
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,126,C. K. RAULJI,C. K. Raulji,C. K. Raulji,,Godhara,Q18392381,false,,Godhra,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,127,SUMANBEN PRAVINSINH CHAUHAN,Sumanben Pravinsinh Chauhan,Sumanben Pravinsinh Chauhan,,Kaalol,Q18386519,false,,Kalol,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,128,JAYDRATHSINHJI PARMAR,Jaydrathsinhji Parmar,Jaydrathsinhji Parmar,,Halol,Q18348090,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,129,RAMESHBHAI BHURABHAI KATARA,Rameshbhai Bhurabhai Katara,Rameshbhai Bhurabhai Katara,,Fatepura,Q18354830,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,130,BHAVESBHAI BABUBHAI KATARA,Bhavesbhai Babubhai Katara,Bhavesbhai Babubhai Katara,,Jhalod,Q18378816,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,131,SHAILESHBHAI SUMANBHAI BHABHOR,Shaileshbhai Sumanbhai Bhabhor,Shaileshbhai Sumanbhai Bhabhor,,Limkheda,Q18354040,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,132,VAJESINGBHAI PARSINGBHAI PANADA,Vajesingbhai Parsingbhai Panada,Vajesingbhai Parsingbhai Panada,,Dahod,Q18349956,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,133,CHANDRIKABEN CHHAGANBHAI BARIYA,Chandrikaben Chhaganbhai Bariya,Chandrikaben Chhaganbhai Bariya,,Garbada,Q18357025,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,134,BACHUBHAI MAGANBHAI KHABAD,Bachubhai Maganbhai Khabad,Bachubhai Maganbhai Khabad,,Devgadhbariya,Q18351482,false,,Devgadhbaria,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,135,KETANBHAI MAHENDRABHAI INAMDAR,Ketanbhai Mahendrabhai Inamdar,Ketanbhai Mahendrabhai Inamdar,,Savli,Q18355692,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,136,MADHUBHAI BABUBHAI SHRIVASTAV,Madhubhai Babubhai Shrivastav,Madhubhai Babubhai Shrivastav,,Vaghodiya,Q18357837,false,,Vaghodia,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,137,MOHANSINH CHHOTUBHAI RATHVA,Mohansinh Chhotubhai Rathva,Mohansinh Chhotubhai Rathva,,Chhota Udaipur,Q18387209,false,,Chhotaudaipur,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,138,SUKHRAMBHAI HARIYABHAI RATHVA,Sukhrambhai Hariyabhai Rathva,Sukhrambhai Hariyabhai Rathva,,Jetpur,Q18378744,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,139,ABHESINH MOTIBHAI TADVI,Abhesinh Motibhai Tadvi,Abhesinh Motibhai Tadvi,,Sankheda,Q18354791,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,140,SHAILESHBHAI KANAIYALAL MEHTA,Shaileshbhai Kanaiyalal Mehta,Shaileshbhai Kanaiyalal Mehta,,Dabhoi,Q18349937,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,141,MANISHA VAKIL,Manisha Vakil,Manisha Vakil,,Vadodara Shaher,Q18395165,false,,Vadodara City,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,142,JITENDRA RATILAL SUKHADIA,Jitendra Ratilal Sukhadia,Jitendra Ratilal Sukhadia,,Sayajigunj,Q18378036,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,143,SEEMABEN AKSHAYKUMAR MOHILE,Seemaben Akshaykumar Mohile,Seemaben Akshaykumar Mohile,,Akota,Q18350678,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,144,RAJENDRA TRIVEDI,Rajendra Trivedi,Rajendra Trivedi,,Raopura,Q18393488,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,145,YOGESH PATEL,Yogesh Patel,Yogesh Patel,,Manjalpur,Q18352302,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,146,JASPALSINH MAHENDRASINH THAKOR,Jaspalsinh Mahendrasinh Thakor,Jaspalsinh Mahendrasinh Thakor,,Padra,Q18385971,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,147,AKSHAYKUMAR ISWARBHAI PATEL,Akshaykumar Iswarbhai Patel,Akshaykumar Iswarbhai Patel,,Karjan,Q19892536,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,148,PREMSINHBHAI DEVJIBHAI VASAVA,Premsinhbhai Devjibhai Vasava,Premsinhbhai Devjibhai Vasava,,Nandod,Q18379164,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,149,MAHESHBHAI CHHOTUBHAI VASAVA,Maheshbhai Chhotubhai Vasava,Maheshbhai Chhotubhai Vasava,,Dediapada,Q18388261,false,,,,,,Bhartiya Tribal Party,,NA,2017
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,150,SANJAYBHAI JESANGBHAI SOLANKI,Sanjaybhai Jesangbhai Solanki,Sanjaybhai Jesangbhai Solanki,,Jambusar,Q18358746,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,151,ARUNSINH AJITSINH RANA,Arunsinh Ajitsinh Rana,Arunsinh Ajitsinh Rana,,Vagra,Q18395167,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,152,CHHOTUBHAI AMARSINH VASAVA,Chhotubhai Amarsinh Vasava,Chhotubhai Amarsinh Vasava,,Jhagadiya,Q18378811,false,,Jhagadia,,,,Bhartiya Tribal Party,,NA,2017
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,153,DUSHYANTBHAI RAJNEEKANT PATEL,Dushyantbhai Rajneekant Patel,Dushyantbhai Rajneekant Patel,,Bharuch,Q18357856,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,154,ISHWARSINH THAKORBHAI PATEL,Ishwarsinh Thakorbhai Patel,Ishwarsinh Thakorbhai Patel,,Ankleshwar,Q18385227,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,155,MUKESHBHAI ZINABHAI PATEL,Mukeshbhai Zinabhai Patel,Mukeshbhai Zinabhai Patel,,Olpad,Q18385426,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,156,GANPATSINH VESTABHAI VASAVA,Ganpatsinh Vestabhai Vasava,Ganpatsinh Vestabhai Vasava,,Mangrol,Q18356348,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,157,ANANDBHAI MOHANBHAI CHAUDARI,Anandbhai Mohanbhai Chaudari,Anandbhai Mohanbhai Chaudari,,Mandvi (Surat),Q18356336,false,,Mandvi,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,158,V.D. ZALAVADIYA,V.D. Zalavadiya,V.D. Zalavadiya,,Kamrej,Q18386831,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,159,ARVIND SHANTILAL RANA,Arvind Shantilal Rana,Arvind Shantilal Rana,,Surat Purva,Q18393126,false,,Surat East,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,160,KANTIBHAI HIMMATBHAI BALAR,Kantibhai Himmatbhai Balar,Kantibhai Himmatbhai Balar,,Surat Uttar,Q18386521,true,,Surat North,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,161,KISHOR KANANI,Kishor Kanani,Kishor Kanani,,Varachha Marg,Q18358284,true,,Varachha Road,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,162,PRAVINBHAI MANJIBHAI GHOGHARI,Pravinbhai Manjibhai Ghoghari,Pravinbhai Manjibhai Ghoghari,,Karanj,Q18387012,true,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,163,SANGITABEN RAJENDRABHAI PATIL,Sangitaben Rajendrabhai Patil,Sangitaben Rajendrabhai Patil,,Limbayat,Q18353951,true,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,164,VIVEK NAROTTAMBHAI PATEL,Vivek Narottambhai Patel,Vivek Narottambhai Patel,,Udhana,Q18394917,true,,Udhna,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,165,HARSH RAMESHKUMAR SANGHAVI,Harsh Rameshkumar Sanghavi,Harsh Rameshkumar Sanghavi,,Majura,Q18356281,true,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,166,VINODBHAI AMARSHIBHAI MORADIYA,Vinodbhai Amarshibhai Moradiya,Vinodbhai Amarshibhai Moradiya,,Katargam,Q18387225,true,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,167,PURNESH MODI,Purnesh Modi,Purnesh Modi,,Surat Pashchim,Q18386516,true,,Surat West,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,168,ZANKHANA HITESHKUMAR PATEL,Zankhana Hiteshkumar Patel,Zankhana Hiteshkumar Patel,,Choryasi,Q18387406,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,169,ISHWARBHAI RAMANBHAI PARMAR,Ishwarbhai Ramanbhai Parmar,Ishwarbhai Ramanbhai Parmar,,Bardoli,Q18356616,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,170,MOHANBHAI DHANJIBHAI DHODIYA,Mohanbhai Dhanjibhai Dhodiya,Mohanbhai Dhanjibhai Dhodiya,,Mahuva Surat(Vidhan Sabha constituency),Q18356276,false,,Mahuva,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,171,PUNABHAI DHEDABHAI GAMIT,Punabhai Dhedabhai Gamit,Punabhai Dhedabhai Gamit,,Vyara,Q18395812,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,172,SUNILBHAI RATANBHAI GAMIT,Sunilbhai Ratanbhai Gamit,Sunilbhai Ratanbhai Gamit,,Nizar,Q18353776,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,173,MANGALBHAI GANGAJIBHAI GAVIT,Mangalbhai Gangajibhai Gavit,Mangalbhai Gangajibhai Gavit,,Dang,Q18388068,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,174,R. C. PATEL,R. C. Patel,R. C. Patel,,Jalalpore,Q18358696,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,175,PIYUSHBHAI DINKERBHAI DESAI,Piyushbhai Dinkerbhai Desai,Piyushbhai Dinkerbhai Desai,,Navsari,Q18379738,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,176,NARESHBHAI MAGANBHAI PATEL,Nareshbhai Maganbhai Patel,Nareshbhai Maganbhai Patel,,Gandevi,Q18356998,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,177,ANANTKUMAR HASMUKHBHAI PATEL,Anantkumar Hasmukhbhai Patel,Anantkumar Hasmukhbhai Patel,,Vansda,Q18358276,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,178,ARVIND CHHOTUBHAI PATEL,Arvind Chhotubhai Patel,Arvind Chhotubhai Patel,,Dharampur,Q15649677,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,179,BHARATBHAI KIKUBHAI PATEL,Bharatbhai Kikubhai Patel,Bharatbhai Kikubhai Patel,,Valsad,Q18395219,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,180,KANUBHAI MOHANLAL DESAI,Kanubhai Mohanlal Desai,Kanubhai Mohanlal Desai,,Pardi,Q18386665,false,,,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,181,JITUBHAI HARJIBHAI CHAUDHARI,Jitubhai Harjibhai Chaudhari,Jitubhai Harjibhai Chaudhari,,Kaprada,Q18386983,false,,,,,,Indian National Congress,,https://www.inc.in/en,28 December 1885
Gujarat,India,Member of the Gujarat Legislative Assembly,false,English,182,RAMANLAL NANUBHAI PATKAR,Ramanlal Nanubhai Patkar,Ramanlal Nanubhai Patkar,,Umargam,Q18356277,false,,Umbergaon,,,,Bharatiya Janata Party,,http://www.bjp.org/,6 April 1980
