ST_NAME,PC_NAME,WIKIDATA,ST_CODE,PC_CODE,Res,MS_FB_PARE,MS_FB
RJ,Jalore,Q6126953,S20,18,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:18
RJ,Bhilwara,Q4901736,S20,23,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:23
RJ,Kota,Q6433781,S20,24,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:24
RJ,Pali,Q7127504,S20,15,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:15
RJ,Ganganagar,Q5521052,S20,1,SC,country:in/state:rj,country:in/state:rj/lok-sabha:1
RJ,Dausa,Q5228102,S20,11,ST,country:in/state:rj,country:in/state:rj/lok-sabha:11
RJ,Chittorgarh,Q5102518,S20,21,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:21
RJ,Jaipur,Q6124117,S20,7,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:7
RJ,Banswara,Q4857164,S20,20,ST,country:in/state:rj,country:in/state:rj/lok-sabha:20
RJ,Udaipur,Q7876885,S20,19,ST,country:in/state:rj,country:in/state:rj/lok-sabha:19
RJ,Jaipur Rural,Q6124137,S20,6,GEN,country:in/state:rj,country:in/state:rj/lok-sabha:6
SK,Sikkim,Q1659321,S21,1,GEN,country:in/state:sk,country:in/state:sk/lok-sabha:1
TN,Erode,Q5395251,S22,17,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:17
TN,Tenkasi,Q3532578,S22,37,SC,country:in/state:tn,country:in/state:tn/lok-sabha:37
TN,Tirunelveli,Q3533981,S22,38,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:38
TN,Kanyakumari,Q12418045,S22,39,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:39
TN,Coimbatore,Q3534118,S22,20,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:20
TN,Mayiladuturai,Q3534106,S22,28,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:28
TN,Perambalur,Q3534214,S22,25,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:25
TN,Dindigul,Q3532565,S22,22,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:22
TN,Arakkonam,Q3534088,S22,7,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:7
TN,Chennai South,Q3532431,S22,3,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:3
TN,Krishnagiri,Q3534043,S22,9,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:9
TN,Arani,Q3533589,S22,12,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:12
TN,Tiruvannamalai,Q7809457,S22,11,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:11
TN,Sriperumbudur,Q3534197,S22,5,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:5
TN,Vellore,Q3534098,S22,8,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:8
TN,Kancheepuram,Q12418931,S22,6,SC,country:in/state:tn,country:in/state:tn/lok-sabha:6
TN,Kallakurichi,Q6353510,S22,14,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:14
TN,Nilgiris,Q3534177,S22,19,SC,country:in/state:tn,country:in/state:tn/lok-sabha:19
TN,Chidambaram,Q3533974,S22,27,SC,country:in/state:tn,country:in/state:tn/lok-sabha:27
TN,Chennai North,Q3532545,S22,2,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:2
TN,Chennai Central,Q3532474,S22,4,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:4
TN,Thoothukudi,Q3534206,S22,36,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:36
TN,Nagapattinam,Q3533967,S22,29,SC,country:in/state:tn,country:in/state:tn/lok-sabha:29
TN,Thiruvallur,Q7785493,S22,1,SC,country:in/state:tn,country:in/state:tn/lok-sabha:1
TN,Viluppuram,Q3532551,S22,13,SC,country:in/state:tn,country:in/state:tn/lok-sabha:13
TN,Cuddalore,Q3534221,S22,26,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:26
TN,Sivaganga,Q3534136,S22,31,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:31
TN,Theni,Q7781368,S22,33,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:33
TN,Ramanathapuram,Q3532492,S22,35,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:35
TN,Namakkal,Q6961238,S22,16,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:16
TN,Thanjavur,Q3534230,S22,30,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:30
TN,Tiruchirappalli,Q3532420,S22,24,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:24
TN,Pollachi,Q3534217,S22,21,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:21
TN,Karur,Q3532480,S22,23,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:23
TN,Dharmapuri,Q3532436,S22,10,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:10
TN,Madurai,Q3534013,S22,32,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:32
TN,Virudhunagar,Q3534127,S22,34,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:34
TN,Tiruppur,Q7809406,S22,18,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:18
TN,Salem,Q3532569,S22,15,GEN,country:in/state:tn,country:in/state:tn/lok-sabha:15
TR,Tripura East,Q7843852,S23,2,ST,country:in/state:tr,country:in/state:tr/lok-sabha:2
TR,Tripura West,Q7843879,S23,1,GEN,country:in/state:tr,country:in/state:tr/lok-sabha:1
UK,Almora,Q3632592,S28,3,SC,country:in/state:ut,country:in/state:ut/lok-sabha:3
UK,Haridwar,Q5657364,S28,5,GEN,country:in/state:ut,country:in/state:ut/lok-sabha:5
UK,Tehri Garhwal,Q7694914,S28,1,GEN,country:in/state:ut,country:in/state:ut/lok-sabha:1
UK,Garhwal,Q3632618,S28,2,GEN,country:in/state:ut,country:in/state:ut/lok-sabha:2
UK,Nainital-Udhamsingh Nagar,Q6959714,S28,4,GEN,country:in/state:ut,country:in/state:ut/lok-sabha:4
UP,Saharanpur,Q7399517,S24,1,GEN,country:in/state:up,country:in/state:up/lok-sabha:1
UP,Kairana,Q12420818,S24,2,GEN,country:in/state:up,country:in/state:up/lok-sabha:2
UP,Nagina,Q6958833,S24,5,SC,country:in/state:up,country:in/state:up/lok-sabha:5
UP,Muzaffarnagar,Q3630669,S24,3,GEN,country:in/state:up,country:in/state:up/lok-sabha:3
UP,Baghpat,Q3633352,S24,11,GEN,country:in/state:up,country:in/state:up/lok-sabha:11
UP,Amroha,Q3633418,S24,9,GEN,country:in/state:up,country:in/state:up/lok-sabha:9
UP,Sambhal,Q7409031,S24,8,GEN,country:in/state:up,country:in/state:up/lok-sabha:8
UP,Meerut,Q12447565,S24,10,GEN,country:in/state:up,country:in/state:up/lok-sabha:10
UP,Lalganj,Q6480280,S24,68,SC,country:in/state:up,country:in/state:up/lok-sabha:68
UP,Jalaun,Q6126683,S24,45,GEN,country:in/state:up,country:in/state:up/lok-sabha:45
UP,Rampur,Q7290061,S24,7,GEN,country:in/state:up,country:in/state:up/lok-sabha:7
UP,Ghaziabad,Q5556091,S24,12,GEN,country:in/state:up,country:in/state:up/lok-sabha:12
UP,Pilibhit,Q7193997,S24,26,GEN,country:in/state:up,country:in/state:up/lok-sabha:26
UP,Bulandshahr,Q3634190,S24,14,SC,country:in/state:up,country:in/state:up/lok-sabha:14
UP,Kheri,Q13512175,S24,28,GEN,country:in/state:up,country:in/state:up/lok-sabha:28
UP,Bareilly,Q4860392,S24,25,GEN,country:in/state:up,country:in/state:up/lok-sabha:25
UP,Aonla,Q4778703,S24,24,GEN,country:in/state:up,country:in/state:up/lok-sabha:24
UP,Burdwan,Q4998317,S24,23,GEN,country:in/state:up,country:in/state:up/lok-sabha:23
UP,Shahjahanpur,Q7461799,S24,27,SC,country:in/state:up,country:in/state:up/lok-sabha:27
UP,Bahraich,Q4842725,S24,56,SC,country:in/state:up,country:in/state:up/lok-sabha:56
UP,Aligarh,Q371869,S24,15,GEN,country:in/state:up,country:in/state:up/lok-sabha:15
UP,Dhaurahra,Q12434696,S24,29,GEN,country:in/state:up,country:in/state:up/lok-sabha:29
UP,Etah,Q3634262,S24,22,GEN,country:in/state:up,country:in/state:up/lok-sabha:22
UP,Mathura,Q3634234,S24,17,GEN,country:in/state:up,country:in/state:up/lok-sabha:17
UP,Farrukhabad,Q5436365,S24,40,GEN,country:in/state:up,country:in/state:up/lok-sabha:40
UP,Hardoi,Q5656282,S24,31,SC,country:in/state:up,country:in/state:up/lok-sabha:31
UP,Hathras,Q5681557,S24,16,SC,country:in/state:up,country:in/state:up/lok-sabha:16
UP,Domariyaganj,Q5289934,S24,60,GEN,country:in/state:up,country:in/state:up/lok-sabha:60
UP,Sitapur,Q3630783,S24,30,GEN,country:in/state:up,country:in/state:up/lok-sabha:30
UP,Firozabad,Q5452174,S24,20,GEN,country:in/state:up,country:in/state:up/lok-sabha:20
UP,Maharajganj,Q6733274,S24,63,GEN,country:in/state:up,country:in/state:up/lok-sabha:63
UP,Mainpuri,Q6736725,S24,21,GEN,country:in/state:up,country:in/state:up/lok-sabha:21
UP,Kaiserganj,Q3634204,S24,57,GEN,country:in/state:up,country:in/state:up/lok-sabha:57
UP,Gonda,Q12424329,S24,59,GEN,country:in/state:up,country:in/state:up/lok-sabha:59
UP,Misrikh,Q6875956,S24,32,SC,country:in/state:up,country:in/state:up/lok-sabha:32
UP,Barabanki,Q3633461,S24,53,SC,country:in/state:up,country:in/state:up/lok-sabha:53
UP,Kushi Nagar,Q12420304,S24,65,GEN,country:in/state:up,country:in/state:up/lok-sabha:65
UP,Fatehpur Sikri,Q5437430,S24,19,GEN,country:in/state:up,country:in/state:up/lok-sabha:19
UP,Azamgarh (Lok Sabha constituency),Q16193457,S24,69,GEN,country:in/state:up,country:in/state:up/lok-sabha:69
UP,Bansgaon,Q4857123,S24,67,SC,country:in/state:up,country:in/state:up/lok-sabha:67
UP,Amethi,Q4745924,S24,37,GEN,country:in/state:up,country:in/state:up/lok-sabha:37
UP,Akbarpur,Q3633316,S24,44,SC,country:in/state:up,country:in/state:up/lok-sabha:44
UP,Rae Bareli,Q7281907,S24,36,GEN,country:in/state:up,country:in/state:up/lok-sabha:36
UP,Mohanlalganj,Q3823603,S24,34,SC,country:in/state:up,country:in/state:up/lok-sabha:34
UP,Deoria,Q3634176,S24,66,GEN,country:in/state:up,country:in/state:up/lok-sabha:66
UP,Sant Kabir Nagar,Q7419095,S24,62,GEN,country:in/state:up,country:in/state:up/lok-sabha:62
UP,Faizabad,Q5431351,S24,54,GEN,country:in/state:up,country:in/state:up/lok-sabha:54
UP,Etawah,Q5402455,S24,41,SC,country:in/state:up,country:in/state:up/lok-sabha:41
UP,Sultanpur,Q7636812,S24,38,GEN,country:in/state:up,country:in/state:up/lok-sabha:38
UP,Salempur,Q11031937,S24,71,GEN,country:in/state:up,country:in/state:up/lok-sabha:71
UP,Ghosi,Q5557002,S24,70,GEN,country:in/state:up,country:in/state:up/lok-sabha:70
UP,Chandauli,Q5070983,S24,76,GEN,country:in/state:up,country:in/state:up/lok-sabha:76
UP,Allahabad,Q4730342,S24,52,GEN,country:in/state:up,country:in/state:up/lok-sabha:52
UP,Mirzapur,Q6874958,S24,79,GEN,country:in/state:up,country:in/state:up/lok-sabha:79
UP,Robertsganj,Q7352073,S24,80,SC,country:in/state:up,country:in/state:up/lok-sabha:80
UP,Fatehpur,Q5437428,S24,49,GEN,country:in/state:up,country:in/state:up/lok-sabha:49
UP,Jaunpur,Q6164852,S24,73,GEN,country:in/state:up,country:in/state:up/lok-sabha:73
UP,Pratapgarh,Q7238619,S24,39,GEN,country:in/state:up,country:in/state:up/lok-sabha:39
UP,Hamirpur,Q5645332,S24,47,GEN,country:in/state:up,country:in/state:up/lok-sabha:47
UP,Kaushambi (Lok Sabha constituency),Q6378946,S24,50,SC,country:in/state:up,country:in/state:up/lok-sabha:50
UP,Ballia,Q4851665,S24,72,GEN,country:in/state:up,country:in/state:up/lok-sabha:72
UP,Jhansi,Q3634171,S24,46,GEN,country:in/state:up,country:in/state:up/lok-sabha:46
UP,Ghazipur,Q5556103,S24,75,GEN,country:in/state:up,country:in/state:up/lok-sabha:75
UP,Machhlishahr,Q6723526,S24,74,SC,country:in/state:up,country:in/state:up/lok-sabha:74
UP,Phulpur,Q7188338,S24,51,GEN,country:in/state:up,country:in/state:up/lok-sabha:51
UP,Bhadohi,Q4900529,S24,78,GEN,country:in/state:up,country:in/state:up/lok-sabha:78
UP,Ambedkar Nagar,Q4741186,S24,55,GEN,country:in/state:up,country:in/state:up/lok-sabha:55
UP,Banda,Q1780136,S24,48,GEN,country:in/state:up,country:in/state:up/lok-sabha:48
UP,Kanpur,Q11032972,S24,43,GEN,country:in/state:up,country:in/state:up/lok-sabha:43
UP,Unnao,Q7897148,S24,33,GEN,country:in/state:up,country:in/state:up/lok-sabha:33
UP,Kannauj,Q12418036,S24,42,GEN,country:in/state:up,country:in/state:up/lok-sabha:42
UP,Lucknow,Q6697765,S24,35,GEN,country:in/state:up,country:in/state:up/lok-sabha:35
UP,Varanasi,Q3630705,S24,77,GEN,country:in/state:up,country:in/state:up/lok-sabha:77
UP,Gorakhpur,Q5584396,S24,64,GEN,country:in/state:up,country:in/state:up/lok-sabha:64
UP,Basti,Q4868265,S24,61,GEN,country:in/state:up,country:in/state:up/lok-sabha:61
UP,Shrawasti,Q7503442,S24,58,GEN,country:in/state:up,country:in/state:up/lok-sabha:58
UP,Agra,Q4693670,S24,18,SC,country:in/state:up,country:in/state:up/lok-sabha:18
UP,Gautam Buddha Nagar,Q5527870,S24,13,GEN,country:in/state:up,country:in/state:up/lok-sabha:13
UP,Bijnor,Q3633391,S24,4,GEN,country:in/state:up,country:in/state:up/lok-sabha:4
UP,Moradabad,Q3635773,S24,6,GEN,country:in/state:up,country:in/state:up/lok-sabha:6
WB,Darjeeling,Q5223069,S25,4,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:4
WB,Arambagh,Q4783993,S25,29,SC,country:in/state:wb,country:in/state:wb/lok-sabha:29
WB,Barasat,Q4858448,S25,17,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:17
WB,Medinipur,Q6806969,S25,34,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:34
WB,Tamluk,Q3351485,S25,30,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:30
WB,Murshidabad,Q6939683,S25,11,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:11
WB,Krishnanagar,Q6437565,S25,12,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:12
WB,Birbhum,Q4915625,S25,42,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:42
WB,Bolpur,Q4940018,S25,41,SC,country:in/state:wb,country:in/state:wb/lok-sabha:41
WB,Bardhaman-Durgapur,Q4860137,S25,39,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:39
WB,Purulia,Q7261625,S25,35,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:35
WB,Bardhaman Purba,Q4860138,S25,38,SC,country:in/state:wb,country:in/state:wb/lok-sabha:38
WB,Bankura,Q4856799,S25,36,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:36
WB,Asansol,Q4803541,S25,40,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:40
WB,Ranaghat,Q7290693,S25,13,SC,country:in/state:wb,country:in/state:wb/lok-sabha:13
WB,Bishnupur,Q4917381,S25,37,SC,country:in/state:wb,country:in/state:wb/lok-sabha:37
WB,Jangipur,Q6154054,S25,9,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:9
WB,Balurghat,Q4853085,S25,6,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:6
WB,Maldaha Uttar,Q6742776,S25,7,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:7
WB,Kolkata Uttar,Q6427315,S25,24,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:24
WB,Jhargram,Q6190927,S25,33,ST,country:in/state:wb,country:in/state:wb/lok-sabha:33
WB,Kolkata Dakshin,Q3348171,S25,23,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:23
WB,Uluberia,Q3348210,S25,26,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:26
WB,Mathurapur,Q6787367,S25,20,SC,country:in/state:wb,country:in/state:wb/lok-sabha:20
WB,Jaynagar (Lok Sabha constituency),Q6167862,S25,19,SC,country:in/state:wb,country:in/state:wb/lok-sabha:19
WB,Diamond Harbour,Q5270807,S25,21,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:21
WB,Kanthi,Q3351410,S25,31,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:31
WB,Basirhat,Q4867561,S25,18,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:18
WB,Bangaon,Q4855093,S25,14,SC,country:in/state:wb,country:in/state:wb/lok-sabha:14
WB,Cooch Behar,Q3351420,S25,1,SC,country:in/state:wb,country:in/state:wb/lok-sabha:1
WB,Alipurduars,Q4726846,S25,2,ST,country:in/state:wb,country:in/state:wb/lok-sabha:2
WB,Jalpaiguri,Q3348198,S25,3,SC,country:in/state:wb,country:in/state:wb/lok-sabha:3
WB,Barrackpore,Q4863171,S25,15,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:15
WB,Howrah,Q3348243,S25,25,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:25
WB,Jadavpur,Q12428678,S25,22,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:22
WB,Hooghly,Q12460669,S25,28,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:28
WB,Sreerampur,Q7585738,S25,27,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:27
WB,Baharampur,Q4842446,S25,10,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:10
WB,Maldaha Dakshin,Q6742775,S25,8,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:8
WB,Raiganj,Q12449852,S25,5,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:5
WB,Ghatal,Q5555886,S25,32,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:32
WB,Dum Dum,Q5313570,S25,16,GEN,country:in/state:wb,country:in/state:wb/lok-sabha:16
GJ,Kachchh,Q6344634,S06,1,SC,country:in/state:gj,country:in/state:gj/lok-sabha:1
LD,Lakshadweep,Q6479803,U06,1,ST,country:in/union-territory:ld,country:in/union-territory:ld/lok-sabha:1
