ST_NAME,WIKIDATA,PC_CODE,PC_NAME,MS_FB,MS_FB_PARE,ST_CODE,Res,NAME_HI
TN,Q3532480,23,Karur,country:in/state:tn/lok-sabha:23,country:in/state:tn,S22,GEN,करूर लोक सभा निर्वाचन क्षेत्र
TN,Q3532436,10,Dharmapuri,country:in/state:tn/lok-sabha:10,country:in/state:tn,S22,GEN,धर्मपुरी लोक सभा निर्वाचन क्षेत्र
TN,Q3534013,32,Madurai,country:in/state:tn/lok-sabha:32,country:in/state:tn,S22,GEN,मदुरै लोक सभा निर्वाचन क्षेत्र
TN,Q3534127,34,Virudhunagar,country:in/state:tn/lok-sabha:34,country:in/state:tn,S22,GEN,विरुधुनगर लोक सभा निर्वाचन क्षेत्र
TN,Q7809406,18,Tiruppur,country:in/state:tn/lok-sabha:18,country:in/state:tn,S22,GEN,तिरूप्पुर लोक सभा निर्वाचन क्षेत्र
TN,Q3532569,15,Salem,country:in/state:tn/lok-sabha:15,country:in/state:tn,S22,GEN,सेलम लोक सभा निर्वाचन क्षेत्र
TR,Q7843852,2,Tripura East,country:in/state:tr/lok-sabha:2,country:in/state:tr,S23,ST,त्रिपुरा पूर्व लोक सभा निर्वाचन क्षेत्र
TR,Q7843879,1,Tripura West,country:in/state:tr/lok-sabha:1,country:in/state:tr,S23,GEN,त्रिपुरा पश्चिम लोक सभा निर्वाचन क्षेत्र
UK,Q3632592,3,Almora,country:in/state:ut/lok-sabha:3,country:in/state:ut,S28,SC,अल्मोड़ा लोक सभा निर्वाचन क्षेत्र
UK,Q5657364,5,Haridwar,country:in/state:ut/lok-sabha:5,country:in/state:ut,S28,GEN,हरिद्वार लोक सभा निर्वाचन क्षेत्र
UK,Q7694914,1,Tehri Garhwal,country:in/state:ut/lok-sabha:1,country:in/state:ut,S28,GEN,टिहरी गढ़वाल लोक सभा निर्वाचन क्षेत्र
UK,Q3632618,2,Garhwal,country:in/state:ut/lok-sabha:2,country:in/state:ut,S28,GEN,गढ़वाल लोक सभा निर्वाचन क्षेत्र
UK,Q6959714,4,Nainital-Udhamsingh Nagar,country:in/state:ut/lok-sabha:4,country:in/state:ut,S28,GEN,नैनीताल-ऊधमसिंह नगर लोक सभा निर्वाचन क्षेत्र
UP,Q7399517,1,Saharanpur,country:in/state:up/lok-sabha:1,country:in/state:up,S24,GEN,सहारनपुर लोक सभा निर्वाचन क्षेत्र
UP,Q12420818,2,Kairana,country:in/state:up/lok-sabha:2,country:in/state:up,S24,GEN,कैराना लोक सभा निर्वाचन क्षेत्र
UP,Q6958833,5,Nagina,country:in/state:up/lok-sabha:5,country:in/state:up,S24,SC,नगीना लोक सभा निर्वाचन क्षेत्र
UP,Q3630669,3,Muzaffarnagar,country:in/state:up/lok-sabha:3,country:in/state:up,S24,GEN,मुजफ्फरनगर लोक सभा निर्वाचन क्षेत्र
UP,Q3633352,11,Baghpat,country:in/state:up/lok-sabha:11,country:in/state:up,S24,GEN,बागपत लोक सभा निर्वाचन क्षेत्र
UP,Q3633418,9,Amroha,country:in/state:up/lok-sabha:9,country:in/state:up,S24,GEN,अमरोहा लोक सभा निर्वाचन क्षेत्र
UP,Q7409031,8,Sambhal,country:in/state:up/lok-sabha:8,country:in/state:up,S24,GEN,संभल लोक सभा निर्वाचन क्षेत्र
UP,Q12447565,10,Meerut,country:in/state:up/lok-sabha:10,country:in/state:up,S24,GEN,मेरठ लोक सभा निर्वाचन क्षेत्र
UP,Q6480280,68,Lalganj,country:in/state:up/lok-sabha:68,country:in/state:up,S24,SC,लालगंज लोक सभा निर्वाचन क्षेत्र
UP,Q6126683,45,Jalaun,country:in/state:up/lok-sabha:45,country:in/state:up,S24,GEN,जालौन लोक सभा निर्वाचन क्षेत्र
UP,Q7290061,7,Rampur,country:in/state:up/lok-sabha:7,country:in/state:up,S24,GEN,रामपुर लोक सभा निर्वाचन क्षेत्र
UP,Q5556091,12,Ghaziabad,country:in/state:up/lok-sabha:12,country:in/state:up,S24,GEN,गाज़ियाबाद लोक सभा निर्वाचन क्षेत्र
UP,Q7193997,26,Pilibhit,country:in/state:up/lok-sabha:26,country:in/state:up,S24,GEN,पीलीभीत लोक सभा निर्वाचन क्षेत्र
UP,Q3634190,14,Bulandshahr,country:in/state:up/lok-sabha:14,country:in/state:up,S24,SC,बुलन्दशहर लोक सभा निर्वाचन क्षेत्र
UP,Q13512175,28,Kheri,country:in/state:up/lok-sabha:28,country:in/state:up,S24,GEN,खीरी लोक सभा निर्वाचन क्षेत्र
UP,Q4860392,25,Bareilly,country:in/state:up/lok-sabha:25,country:in/state:up,S24,GEN,बरेली लोक सभा निर्वाचन क्षेत्र
UP,Q4778703,24,Aonla,country:in/state:up/lok-sabha:24,country:in/state:up,S24,GEN,आंवला लोक सभा निर्वाचन क्षेत्र
UP,Q4998317,23,Burdwan,country:in/state:up/lok-sabha:23,country:in/state:up,S24,GEN,
UP,Q7461799,27,Shahjahanpur,country:in/state:up/lok-sabha:27,country:in/state:up,S24,SC,शाहजहाँपुर लोक सभा निर्वाचन क्षेत्र
UP,Q4842725,56,Bahraich,country:in/state:up/lok-sabha:56,country:in/state:up,S24,SC,बहराइच लोक सभा निर्वाचन क्षेत्र
UP,Q371869,15,Aligarh,country:in/state:up/lok-sabha:15,country:in/state:up,S24,GEN,अलीगढ़ लोक सभा निर्वाचन क्षेत्र
UP,Q12434696,29,Dhaurahra,country:in/state:up/lok-sabha:29,country:in/state:up,S24,GEN,धौरहरा लोक सभा निर्वाचन क्षेत्र
UP,Q3634262,22,Etah,country:in/state:up/lok-sabha:22,country:in/state:up,S24,GEN,एटा लोक सभा निर्वाचन क्षेत्र
UP,Q3634234,17,Mathura,country:in/state:up/lok-sabha:17,country:in/state:up,S24,GEN,मथुरा लोक सभा निर्वाचन क्षेत्र
UP,Q5436365,40,Farrukhabad,country:in/state:up/lok-sabha:40,country:in/state:up,S24,GEN,फरुखाबाद लोक सभा निर्वाचन क्षेत्र
UP,Q5656282,31,Hardoi,country:in/state:up/lok-sabha:31,country:in/state:up,S24,SC,हरदोई लोक सभा निर्वाचन क्षेत्र
UP,Q5681557,16,Hathras,country:in/state:up/lok-sabha:16,country:in/state:up,S24,SC,हाथरस लोक सभा निर्वाचन क्षेत्र
UP,Q5289934,60,Domariyaganj,country:in/state:up/lok-sabha:60,country:in/state:up,S24,GEN,डुमरियागंज लोक सभा निर्वाचन क्षेत्र
UP,Q3630783,30,Sitapur,country:in/state:up/lok-sabha:30,country:in/state:up,S24,GEN,सीतापुर लोक सभा निर्वाचन क्षेत्र
UP,Q5452174,20,Firozabad,country:in/state:up/lok-sabha:20,country:in/state:up,S24,GEN,फिरोजाबाद लोक सभा निर्वाचन क्षेत्र
UP,Q6733274,63,Maharajganj,country:in/state:up/lok-sabha:63,country:in/state:up,S24,GEN,महाराजगंज लोक सभा निर्वाचन क्षेत्र
UP,Q6736725,21,Mainpuri,country:in/state:up/lok-sabha:21,country:in/state:up,S24,GEN,मैनपुरी लोक सभा निर्वाचन क्षेत्र
UP,Q3634204,57,Kaiserganj,country:in/state:up/lok-sabha:57,country:in/state:up,S24,GEN,कैसरगंज लोक सभा निर्वाचन क्षेत्र
UP,Q12424329,59,Gonda,country:in/state:up/lok-sabha:59,country:in/state:up,S24,GEN,गोंडा लोक सभा निर्वाचन क्षेत्र
UP,Q6875956,32,Misrikh,country:in/state:up/lok-sabha:32,country:in/state:up,S24,SC,मिसरिख लोक सभा निर्वाचन क्षेत्र
UP,Q3633461,53,Barabanki,country:in/state:up/lok-sabha:53,country:in/state:up,S24,SC,बाराबंकी लोक सभा निर्वाचन क्षेत्र
UP,Q12420304,65,Kushi Nagar,country:in/state:up/lok-sabha:65,country:in/state:up,S24,GEN,कुशीनगर लोक सभा निर्वाचन क्षेत्र
UP,Q5437430,19,Fatehpur Sikri,country:in/state:up/lok-sabha:19,country:in/state:up,S24,GEN,फतेहपुर सीकरी लोक सभा निर्वाचन क्षेत्र
UP,Q16193457,69,Azamgarh (Lok Sabha constituency),country:in/state:up/lok-sabha:69,country:in/state:up,S24,GEN,आज़मगढ़ लोक सभा निर्वाचन क्षेत्र
UP,Q4857123,67,Bansgaon,country:in/state:up/lok-sabha:67,country:in/state:up,S24,SC,बांसगांव लोक सभा निर्वाचन क्षेत्र
UP,Q4745924,37,Amethi,country:in/state:up/lok-sabha:37,country:in/state:up,S24,GEN,अमेठी लोक सभा निर्वाचन क्षेत्र
UP,Q3633316,44,Akbarpur,country:in/state:up/lok-sabha:44,country:in/state:up,S24,SC,अकबरपुर लोक सभा निर्वाचन क्षेत्र
UP,Q7281907,36,Rae Bareli,country:in/state:up/lok-sabha:36,country:in/state:up,S24,GEN,रायबरेली लोक सभा निर्वाचन क्षेत्र
UP,Q3823603,34,Mohanlalganj,country:in/state:up/lok-sabha:34,country:in/state:up,S24,SC,मोहनलाल गंज लोक सभा निर्वाचन क्षेत्र
UP,Q3634176,66,Deoria,country:in/state:up/lok-sabha:66,country:in/state:up,S24,GEN,देवरिया लोक सभा निर्वाचन क्षेत्र
UP,Q7419095,62,Sant Kabir Nagar,country:in/state:up/lok-sabha:62,country:in/state:up,S24,GEN,सन्त कबीर नगर लोक सभा निर्वाचन क्षेत्र
UP,Q5431351,54,Faizabad,country:in/state:up/lok-sabha:54,country:in/state:up,S24,GEN,फैजाबाद लोक सभा निर्वाचन क्षेत्र
UP,Q5402455,41,Etawah,country:in/state:up/lok-sabha:41,country:in/state:up,S24,SC,इटावा लोक सभा निर्वाचन क्षेत्र
UP,Q7636812,38,Sultanpur,country:in/state:up/lok-sabha:38,country:in/state:up,S24,GEN,सुल्तानपुर लोक सभा निर्वाचन क्षेत्र
UP,Q11031937,71,Salempur,country:in/state:up/lok-sabha:71,country:in/state:up,S24,GEN,सलेमपुर लोक सभा निर्वाचन क्षेत्र
UP,Q5557002,70,Ghosi,country:in/state:up/lok-sabha:70,country:in/state:up,S24,GEN,घोसी लोक सभा निर्वाचन क्षेत्र
UP,Q5070983,76,Chandauli,country:in/state:up/lok-sabha:76,country:in/state:up,S24,GEN,चन्दौली लोक सभा निर्वाचन क्षेत्र
UP,Q4730342,52,Allahabad,country:in/state:up/lok-sabha:52,country:in/state:up,S24,GEN,इलाहाबाद लोक सभा निर्वाचन क्षेत्र
UP,Q6874958,79,Mirzapur,country:in/state:up/lok-sabha:79,country:in/state:up,S24,GEN,मिर्जापुर लोक सभा निर्वाचन क्षेत्र
UP,Q7352073,80,Robertsganj,country:in/state:up/lok-sabha:80,country:in/state:up,S24,SC,रॉबर्ट्सगंज लोक सभा निर्वाचन क्षेत्र
UP,Q5437428,49,Fatehpur,country:in/state:up/lok-sabha:49,country:in/state:up,S24,GEN,फतेहपुर लोक सभा निर्वाचन क्षेत्र
UP,Q6164852,73,Jaunpur,country:in/state:up/lok-sabha:73,country:in/state:up,S24,GEN,जौनपुर लोक सभा निर्वाचन क्षेत्र
UP,Q7238619,39,Pratapgarh,country:in/state:up/lok-sabha:39,country:in/state:up,S24,GEN,प्रतापगढ़ लोक सभा निर्वाचन क्षेत्र
UP,Q5645332,47,Hamirpur,country:in/state:up/lok-sabha:47,country:in/state:up,S24,GEN,हमीरपुर (उत्तर प्रदेश) लोक सभा निर्वाचन क्षेत्र
UP,Q6378946,50,Kaushambi (Lok Sabha constituency),country:in/state:up/lok-sabha:50,country:in/state:up,S24,SC,कौशांबी लोक सभा निर्वाचन क्षेत्र
UP,Q4851665,72,Ballia,country:in/state:up/lok-sabha:72,country:in/state:up,S24,GEN,बलिया लोक सभा निर्वाचन क्षेत्र
UP,Q3634171,46,Jhansi,country:in/state:up/lok-sabha:46,country:in/state:up,S24,GEN,झांसी लोक सभा निर्वाचन क्षेत्र
UP,Q5556103,75,Ghazipur,country:in/state:up/lok-sabha:75,country:in/state:up,S24,GEN,गाजीपुर लोक सभा निर्वाचन क्षेत्र
UP,Q6723526,74,Machhlishahr,country:in/state:up/lok-sabha:74,country:in/state:up,S24,SC,मछलीशहर लोक सभा निर्वाचन क्षेत्र
UP,Q7188338,51,Phulpur,country:in/state:up/lok-sabha:51,country:in/state:up,S24,GEN,फूलपुर लोक सभा निर्वाचन क्षेत्र
UP,Q4900529,78,Bhadohi,country:in/state:up/lok-sabha:78,country:in/state:up,S24,GEN,भदोही लोक सभा निर्वाचन क्षेत्र
UP,Q4741186,55,Ambedkar Nagar,country:in/state:up/lok-sabha:55,country:in/state:up,S24,GEN,अम्बेडकर नगर लोक सभा निर्वाचन क्षेत्र
UP,Q1780136,48,Banda,country:in/state:up/lok-sabha:48,country:in/state:up,S24,GEN,बांदा लोक सभा निर्वाचन क्षेत्र
UP,Q11032972,43,Kanpur,country:in/state:up/lok-sabha:43,country:in/state:up,S24,GEN,कानपुर लोक सभा निर्वाचन क्षेत्र
UP,Q7897148,33,Unnao,country:in/state:up/lok-sabha:33,country:in/state:up,S24,GEN,उन्नाव लोक सभा निर्वाचन क्षेत्र
UP,Q12418036,42,Kannauj,country:in/state:up/lok-sabha:42,country:in/state:up,S24,GEN,कन्नौज लोक सभा निर्वाचन क्षेत्र
UP,Q6697765,35,Lucknow,country:in/state:up/lok-sabha:35,country:in/state:up,S24,GEN,लखनऊ लोक सभा निर्वाचन क्षेत्र
UP,Q3630705,77,Varanasi,country:in/state:up/lok-sabha:77,country:in/state:up,S24,GEN,वाराणसी लोक सभा निर्वाचन क्षेत्र
UP,Q5584396,64,Gorakhpur,country:in/state:up/lok-sabha:64,country:in/state:up,S24,GEN,गोरखपुर लोक सभा निर्वाचन क्षेत्र
UP,Q4868265,61,Basti,country:in/state:up/lok-sabha:61,country:in/state:up,S24,GEN,बस्ती लोक सभा निर्वाचन क्षेत्र
UP,Q7503442,58,Shrawasti,country:in/state:up/lok-sabha:58,country:in/state:up,S24,GEN,श्रावस्ती लोक सभा निर्वाचन क्षेत्र
UP,Q4693670,18,Agra,country:in/state:up/lok-sabha:18,country:in/state:up,S24,SC,आगरा लोकसभा निर्वाचन क्षेत्र
UP,Q5527870,13,Gautam Buddha Nagar,country:in/state:up/lok-sabha:13,country:in/state:up,S24,GEN,गौतम बुद्ध नगर लोक सभा निर्वाचन क्षेत्र
UP,Q3633391,4,Bijnor,country:in/state:up/lok-sabha:4,country:in/state:up,S24,GEN,बिजनौर लोक सभा निर्वाचन क्षेत्र
UP,Q3635773,6,Moradabad,country:in/state:up/lok-sabha:6,country:in/state:up,S24,GEN,मुरादाबाद लोक सभा निर्वाचन क्षेत्र
WB,Q5223069,4,Darjeeling,country:in/state:wb/lok-sabha:4,country:in/state:wb,S25,GEN,दार्जिलिंग लोक सभा निर्वाचन क्षेत्र
WB,Q4783993,29,Arambagh,country:in/state:wb/lok-sabha:29,country:in/state:wb,S25,SC,आरामबाग लोक सभा निर्वाचन क्षेत्र
WB,Q4858448,17,Barasat,country:in/state:wb/lok-sabha:17,country:in/state:wb,S25,GEN,बारासाट लोक सभा निर्वाचन क्षेत्र
WB,Q6806969,34,Medinipur,country:in/state:wb/lok-sabha:34,country:in/state:wb,S25,GEN,मेदिनीपुर लोक सभा निर्वाचन क्षेत्र
WB,Q3351485,30,Tamluk,country:in/state:wb/lok-sabha:30,country:in/state:wb,S25,GEN,तामलुक लोक सभा निर्वाचन क्षेत्र
WB,Q6939683,11,Murshidabad,country:in/state:wb/lok-sabha:11,country:in/state:wb,S25,GEN,मुर्शिदाबाद लोक सभा निर्वाचन क्षेत्र
WB,Q6437565,12,Krishnanagar,country:in/state:wb/lok-sabha:12,country:in/state:wb,S25,GEN,कृषनगर लोक सभा निर्वाचन क्षेत्र
WB,Q4915625,42,Birbhum,country:in/state:wb/lok-sabha:42,country:in/state:wb,S25,GEN,बीरभूम लोक सभा निर्वाचन क्षेत्र
WB,Q4940018,41,Bolpur,country:in/state:wb/lok-sabha:41,country:in/state:wb,S25,SC,बोलपुर लोक सभा निर्वाचन क्षेत्र
WB,Q4860137,39,Bardhaman-Durgapur,country:in/state:wb/lok-sabha:39,country:in/state:wb,S25,GEN,बर्धमान-दुर्गापुर लोक सभा निर्वाचन क्षेत्र
WB,Q7261625,35,Purulia,country:in/state:wb/lok-sabha:35,country:in/state:wb,S25,GEN,पुरूलिया लोक सभा निर्वाचन क्षेत्र
WB,Q4860138,38,Bardhaman Purba,country:in/state:wb/lok-sabha:38,country:in/state:wb,S25,SC,बर्धमान-पूर्बा लोक सभा निर्वाचन क्षेत्र
WB,Q4856799,36,Bankura,country:in/state:wb/lok-sabha:36,country:in/state:wb,S25,GEN,बांकुरा लोक सभा निर्वाचन क्षेत्र
WB,Q4803541,40,Asansol,country:in/state:wb/lok-sabha:40,country:in/state:wb,S25,GEN,आसनसोल लोक सभा निर्वाचन क्षेत्र
WB,Q7290693,13,Ranaghat,country:in/state:wb/lok-sabha:13,country:in/state:wb,S25,SC,राणाघाट लोक सभा निर्वाचन क्षेत्र
WB,Q4917381,37,Bishnupur,country:in/state:wb/lok-sabha:37,country:in/state:wb,S25,SC,विष्णुपुर लोक सभा निर्वाचन क्षेत्र
WB,Q6154054,9,Jangipur,country:in/state:wb/lok-sabha:9,country:in/state:wb,S25,GEN,जंगीपुर लोक सभा निर्वाचन क्षेत्र
WB,Q4853085,6,Balurghat,country:in/state:wb/lok-sabha:6,country:in/state:wb,S25,GEN,बलूरघाट लोक सभा निर्वाचन क्षेत्र
WB,Q6742776,7,Maldaha Uttar,country:in/state:wb/lok-sabha:7,country:in/state:wb,S25,GEN,मालदह उत्तर लोक सभा निर्वाचन क्षेत्र
WB,Q6427315,24,Kolkata Uttar,country:in/state:wb/lok-sabha:24,country:in/state:wb,S25,GEN,कोलकाता उत्तर लोक सभा निर्वाचन क्षेत्र
WB,Q6190927,33,Jhargram,country:in/state:wb/lok-sabha:33,country:in/state:wb,S25,ST,झाड़ग्राम लोक सभा निर्वाचन क्षेत्र
WB,Q3348171,23,Kolkata Dakshin,country:in/state:wb/lok-sabha:23,country:in/state:wb,S25,GEN,कोलकाता दक्षिण लोक सभा निर्वाचन क्षेत्र
WB,Q3348210,26,Uluberia,country:in/state:wb/lok-sabha:26,country:in/state:wb,S25,GEN,उलूबेरिया लोक सभा निर्वाचन क्षेत्र
WB,Q6787367,20,Mathurapur,country:in/state:wb/lok-sabha:20,country:in/state:wb,S25,SC,मथुरापुर लोक सभा निर्वाचन क्षेत्र
WB,Q6167862,19,Jaynagar (Lok Sabha constituency),country:in/state:wb/lok-sabha:19,country:in/state:wb,S25,SC,जयनगर लोक सभा निर्वाचन क्षेत्र
WB,Q5270807,21,Diamond Harbour,country:in/state:wb/lok-sabha:21,country:in/state:wb,S25,GEN,डायमंड हार्बर लोक सभा निर्वाचन क्षेत्र
WB,Q3351410,31,Kanthi,country:in/state:wb/lok-sabha:31,country:in/state:wb,S25,GEN,कांथी लोक सभा निर्वाचन क्षेत्र
WB,Q4867561,18,Basirhat,country:in/state:wb/lok-sabha:18,country:in/state:wb,S25,GEN,बसीरहाट लोक सभा निर्वाचन क्षेत्र
WB,Q4855093,14,Bangaon,country:in/state:wb/lok-sabha:14,country:in/state:wb,S25,SC,बनगाँव लोक सभा निर्वाचन क्षेत्र
WB,Q3351420,1,Cooch Behar,country:in/state:wb/lok-sabha:1,country:in/state:wb,S25,SC,कूचबिहार लोक सभा निर्वाचन क्षेत्र
WB,Q4726846,2,Alipurduars,country:in/state:wb/lok-sabha:2,country:in/state:wb,S25,ST,अलीपुरद्वार लोक सभा निर्वाचन क्षेत्र
WB,Q3348198,3,Jalpaiguri,country:in/state:wb/lok-sabha:3,country:in/state:wb,S25,SC,जलपाईगुड़ी लोक सभा निर्वाचन क्षेत्र
WB,Q4863171,15,Barrackpore,country:in/state:wb/lok-sabha:15,country:in/state:wb,S25,GEN,बैरकपुर लोक सभा निर्वाचन क्षेत्र
WB,Q3348243,25,Howrah,country:in/state:wb/lok-sabha:25,country:in/state:wb,S25,GEN,हावड़ा लोक सभा निर्वाचन क्षेत्र
WB,Q12428678,22,Jadavpur,country:in/state:wb/lok-sabha:22,country:in/state:wb,S25,GEN,यादवपुर
WB,Q12460669,28,Hooghly,country:in/state:wb/lok-sabha:28,country:in/state:wb,S25,GEN,हुगली लोक सभा निर्वाचन क्षेत्र
WB,Q7585738,27,Sreerampur,country:in/state:wb/lok-sabha:27,country:in/state:wb,S25,GEN,सेरमपुर लोक सभा निर्वाचन क्षेत्र
WB,Q4842446,10,Baharampur,country:in/state:wb/lok-sabha:10,country:in/state:wb,S25,GEN,बहरामपुर लोक सभा निर्वाचन क्षेत्र
WB,Q6742775,8,Maldaha Dakshin,country:in/state:wb/lok-sabha:8,country:in/state:wb,S25,GEN,मालदह दक्षिण लोक सभा निर्वाचन क्षेत्र
WB,Q12449852,5,Raiganj,country:in/state:wb/lok-sabha:5,country:in/state:wb,S25,GEN,रायगंज लोक सभा निर्वाचन क्षेत्र
WB,Q5555886,32,Ghatal,country:in/state:wb/lok-sabha:32,country:in/state:wb,S25,GEN,घाटल लोक सभा निर्वाचन क्षेत्र
WB,Q5313570,16,Dum Dum,country:in/state:wb/lok-sabha:16,country:in/state:wb,S25,GEN,दमदम लोक सभा निर्वाचन क्षेत्र
GJ,Q6344634,1,Kachchh,country:in/state:gj/lok-sabha:1,country:in/state:gj,S06,SC,कच्छ लोक सभा निर्वाचन क्षेत्र
LD,Q6479803,1,Lakshadweep,country:in/union-territory:ld/lok-sabha:1,country:in/union-territory:ld,U06,ST,लक्षद्वीप लोक सभा निर्वाचन क्षेत्र
